PURE RECEIPT AGAINST PURCHASE DETAILS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receipt No.,Supp Inv No,Supp Inv Date,Receipt Date,Creation Date,Receipt Qty,Org Name,Subinventory,BOE Date,SGST,CGST,IGST,SGST %,CGST %,IGST %,HSN Code,Rcpt Amt,Tax Amt,Rcpt Total,Vendor Name,Vendor No,Vendor Site,Vendor State,Vendor GST Number,Po Number,Po Date,Lot Number,Currency Code,Currency Rate,Rate Date,Po Term Days,Item Code,Item Description,Division,Product,Category,Sub-Category,UOM,Purchase Category,Po Unit Price,Po Quantity,Approved Date,Duties per Unit,Transporter Name,Wo Order No,Invoice Number,Invoice Accounted Status,GRN Created By,Claim Status
5088,T-02206/25-26,27-Sep-25,16-Oct-25,16-Oct-25,35800,PCM - Illalor MFG,Quarantine,,537,537,0,2.5,2.5,0,22011010,21480,1074,22554,PURION SOLUTIONS PRIVATE LIMITED,16313,M-PURI-CHN,Tamil Nadu,33AAFCP9857N1ZN,10198,15-Oct-25,02206 27092025,INR,1,15-Oct-25,30 days (Term date + 30),TD11BULK00000322,DM WATER(DEMINERALIZED WATER),Performance Chemicals,Raw  Material,Water Treatment,DM Water,KG,,0.6,500000,15-Oct-25,,,,T-02206/25-26,Accounted,"Sivakumar J,",Recovered
12774,2025-26/442,15-Oct-25,16-Oct-25,16-Oct-25,162,PPC - Bavla,SHED B,,13996.8,13996.8,0,9,9,0,73101090,155520,27993.6,183513.6,MITESH BARRELS,15044,MITE-VAPI,Gujarat,24AASFM0525C1ZM,196736,25-Sep-25,Bav-1576-10-15-2025,INR,1,25-Sep-25,10 days (Term date + 10),PMSBRR0018KG0001,NON COATED RECON 18 KG MS BARREL,Packing Materials,Others,Others,,EA,,960,2000,26-Sep-25,,,,2025-26/442,Accounted,"Jacob James Raja ,",Recovered
1201,PP26PER-IN1173,16-Oct-25,16-Oct-25,16-Oct-25,100,CCC - Perundurai,SHED A,,1189.89135,1189.89135,0,9,9,0,34029091,13221.015,2379.7827,15600.7977,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-PERUNDURAI,Tamil Nadu,33AACCP3026E1Z0,7953,16-Oct-25,3501250281,INR,1,,IMMEDIATE,TTPRHDCB00100013,IMEROL XNI LIQ,Performance Chemicals,Textile & Paper Division,Textile,Pretreatment,KG,,132.21015,100,16-Oct-25,,,,,,"Rajkumar.S,",Pending Recovery
30777,PC26MVT-IN6129,16-Oct-25,16-Oct-25,16-Oct-25,33,PPC - Madhavaram,PKG-Clean,,2613.990793,2613.990793,0,9,9,0,73101090,29044.34214,5227.981585,34272.32373,PURE CHEMICALS CO,26279,PCT - MADHAVARA,Tamil Nadu,33AAYFP5219Q1ZC,109654,16-Oct-25,22642-09.10.2025,INR,1,,IMMEDIATE,PMSBRR0018KG0001,NON COATED RECON 18 KG MS BARREL,Packing Materials,Others,Others,,EA,,880.13158,380,16-Oct-25,,,22636-09.10.2025,,,"S VIBU,",Pending Recovery
20275,DEL000942,16-Oct-25,16-Oct-25,16-Oct-25,680,PPC - Kandla Port (Duty Paid),CRL,,0,0,11016,0,0,18,29141300,61200,11016,72216,PRATISTHA CHEM INDIA PRIVATE LIMITED,31460,DELHI-TDS-PUR1,Delhi,07AAOCP8825B1Z8,197715,16-Oct-25,197715-DEL000942,INR,1,16-Oct-25,70 days (Term date +70),TDBNAX000MIBK001,METHYL ISO BUTYL KETONE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Market-Bulk,90,680,16-Oct-25,,,,DEL000942,Accounted,"Prasanth Radhakrishnan,",RECOVERED
1309,PP26HGY-AZ258,17-Oct-25,17-Oct-25,17-Oct-25,12,PPC - Puzhal,Transport,,0,0,217.250964,0,0,18,34029099,1206.9498,217.250964,1424.200764,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - Hooghly M,West Bengal,19AACCP3026E1ZQ,109736,17-Oct-25,POI/25040965_19-MAY-2025,INR,1,,IMMEDIATE,MVMPCBTHDD500009,VOOKI HARD STAINS SPRAY+WIPE 500ML,NPD,Vooki Division,Vooki Premium,Home and Office Care,EA,,100.57915,12,17-Oct-25,,,,,,"Jacob James Raja ,",Recovered
17185,PP26EPD-IN1412,17-Oct-25,18-Oct-25,18-Oct-25,22170,PPC - Bonthapally(HYD),Transport,,0,0,281317.9057,0,0,18,29023000,1562877.254,281317.9057,1844195.159,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-ENNORE DUTY,Tamil Nadu,33AACCP3026E1Z0,109765,17-Oct-25,195948,INR,1,,IMMEDIATE,TIBNAX0000TOL009,TOLUENE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,70.49514,22170,17-Oct-25,,,PPC-HYD-25-26-0756,,,"Jacob James Raja ,",Recovered
529,PP26PZT-IN1235,18-Oct-25,18-Oct-25,18-Oct-25,16500,PCM - Puzhal MFG,SHED A,,259264.769,259264.769,0,9,9,0,39093100,2880719.655,518529.5379,3399249.193,,,,,,6367,18-Oct-25,194414,INR,1,,IMMEDIATE,TIIMSN250PMDI001,COSMONATE M200,General Chemicals,GC2,PU Products,MDI Grades,KG,,174.58907,16500,18-Oct-25,,,,,,"Sivakumar J,",Pending Recovery
11957,KA10036233,16-Oct-25,18-Oct-25,18-Oct-25,200,PPC - Bangalore,SHED A,,8796.6,8796.6,0,9,9,0,34031900,97740,17593.2,115333.2,EXXONMOBIL LUBRICANTS PRIVATE LIMITED,12387,EXXON-BANG,Karnataka,29AABCE0207H2Z1,197828,18-Oct-25,FL2525094-1-16-10-2025,INR,1,18-Oct-25,60 days (Term date + 60),TLUTMSBR00200004,TFF DGO LT 85 JWS 2272,Performance Chemicals,LMA Division,LMA,Lube TKM,L,,488.7,200,18-Oct-25,,,,KA10036233,Accounted,"Jacob James Raja ,",Recovered
11499,DPPL/B/2526-/263,17-Oct-25,20-Oct-25,20-Oct-25,200,PPC - SEZ-Kandla,PKG-Empty,,0,0,0,0,0,0,39233090,236800,0,236800,DIYA PACKAGING PRIVATE LIMITED,25180,DIYA-AHMBD,Gujarat,24AAHCD8583B1ZO,197282,07-Oct-25,197282-2171,INR,1,07-Oct-25,20 days (Term date + 20),PHDBRN0210LT0003,NEW 210 LT HDPE BARREL- Tare Weight 9.2 KG,Packing Materials,Others,Others,,EA,,1184,400,10-Oct-25,,,197282-2171,DPPL/B/2526/1263,Accounted,"Ezhilarasan M ,",GST Claim NA
2257,,16-Oct-25,16-Oct-25,16-Oct-25,1,PPC - Gummudipoondi,Return,,0,0,0,0,0,0,34011990,239.81015,0,239.81015,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-COIMBATORE,Tamil Nadu,33AACCP3026E1Z0,107207,08-Sep-25,VFC04,INR,1,,IMMEDIATE,MVMPCBTHD0005170,VOOKI SILVERLINES LIQUID SOAP 5LITERS,NPD,Vooki Division,Vooki Silverlines,Insdustry and Office Care,EA,,239.81015,5,08-Sep-25,,,,,,"GOWTHAM B ,",GST Claim NA
2257,,16-Oct-25,16-Oct-25,16-Oct-25,6,PPC - Gummudipoondi,Return,,0,0,0,0,0,0,34029019,447.25212,0,447.25212,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-COIMBATORE,Tamil Nadu,33AACCP3026E1Z0,107207,08-Sep-25,91263_POI25010144-08.05.25,INR,1,,IMMEDIATE,MVMPCBTHDD500187,VOOKI NATURE POWERED DISH WASH 500ML,NPD,Vooki Division,Vooki Premium,Dish Wash,EA,,74.54202,17,08-Sep-25,,,,,,"GOWTHAM B ,",GST Claim NA
1135,,06-Oct-25,06-Oct-25,06-Oct-25,2,PPC - Puzhal,SHED A,,0,0,0,0,0,0,34029099,191.72456,0,191.72456,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,108191,22-Sep-25,3282_25-JAN-2025,INR,1,,IMMEDIATE,MVMPCBTHDD405002,VOOKI LUXURY HANDWASH PEACH & PLUM [FOAM] 405ML,NPD,Vooki Division,Vooki Premium,Home and Office Care,EA,,95.86228,12,22-Sep-25,,,,,,"GOWTHAM B ,",GST Claim NA
10092,PS26TKT-IN932,25-Sep-25,03-Oct-25,03-Oct-25,120,PPC - Malur,SHED A Opn,,0,0,3478.526424,0,0,18,34031900,19325.1468,3478.526424,22803.67322,PON PURE SPECIALITY CHEMICAL PRIVATE LIMITED,25742,PST - Thervoyka,Tamil Nadu,33AALCP9560E1Z8,108445,25-Sep-25,100848-PPS25090899,INR,1,,IMMEDIATE,MLUPHDCB00030747,PURIT CS 430 PLUS,Performance Chemicals,LMA Division,PURIT,MWF,L,,161.04289,150,25-Sep-25,,,PPC-MAL-25-26-0670,PS26TKT-IN932-724-70694,Accounted,"Prasanth Radhakrishnan,",Recovered
4156,PO26ALT-IN175,29-Sep-25,06-Oct-25,06-Oct-25,1000,CCL - Tiruppur (PP),SHED G,,3896.9667,3896.9667,0,9,9,0,38099190,43299.63,7793.9334,51093.5634,PURE ORGANIC INDUSTRIES TRADING,25864,CCL-ERODE,Tamil Nadu,33AAFFP0932K1ZD,15389,29-Sep-25,101935 POI25092120,INR,1,,IMMEDIATE,MTDAHDCB00050075,PURONAL AR,Performance Chemicals,Textile & Paper Division,Textile Pure,Dyeing Auxillary,KG,,43.29963,7000,29-Sep-25,,,,PO26ALT-IN175-643-70786,Accounted,"Vijay R,",Recovered
9459,CC26ERO-IN1918,30-Sep-25,03-Oct-25,03-Oct-25,100,PPC - Perundurai,SHED A,,751.56507,751.56507,0,9,9,0,34029099,8350.723,1503.13014,9853.85314,COLOR CHEMICALS,11727,CCC-ERODE,Tamil Nadu,33AAAFC6130F1Z4,108718,30-Sep-25,3501250174-28-08-2025,INR,1,,IMMEDIATE,TTDAHDCB00100023,EKALINE FI LIQ,Performance Chemicals,Textile & Paper Division,Textile,Dyeing Auxillary,KG,,83.50723,100,30-Sep-25,,,,CC26ERO-IN1918-103-70822,Accounted,"Rajkumar.S,",Recovered
2179,2226104881,19-Sep-25,03-Oct-25,03-Oct-25,5975,PPC - Malur-KH,SHED A,,0,0,183910.5,0,0,18,39073010,1021725,183910.5,1205635.5,GRASIM INDUSTRIES LIMITED,12823,GRAS-EPOXYBHAR,Gujarat,24AAACG4464B2Z3,195914,09-Sep-25,VP23250262,INR,1,09-Sep-25,60 days (Term date + 60),TRACPGBG00025014,EPOXY RESIN EPOTEC YD 903,Performance Chemicals,PNC Division,Resin - Aditya Birla,Aditya Birla Comm,KG,,171,10000,09-Sep-25,,,PPC-MAL-25-26-0668,2226104881,Accounted,"Prasanth Radhakrishnan,",Recovered
1103,CHE/25-26/00463,30-Sep-25,03-Oct-25,03-Oct-25,11000,PPC - Puzhal,SHED A,,153450,153450,0,9,9,0,39093100,1705000,306900,2011900,KLJ RESOURCES LIMITED,14133,KLJ-CHENNAI,Tamil Nadu,33AABCK1181C1Z6,196484,20-Sep-25,196484-CHE-25-2600463,INR,1,20-Sep-25,60 days (Term date + 60),TDIMSN2500MDI006,LUPRANATE M 20S,General Chemicals,GC2,Basic Chemicals,Basic Chemicals,KG,Market-Packed,155,30000,23-Sep-25,,,,CHE/25-26/00463,Accounted,"Jacob James Raja ,",Recovered
12112,PP26KND-IN1680,03-Oct-25,03-Oct-25,03-Oct-25,14111,PPC - Sonipat,Transport,,0,0,221529.4103,0,0,18,27101290,1230718.946,221529.4103,1452248.356,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC - KANDLA DU,Gujarat,24AACCP3026E1ZZ,108835,03-Oct-25,194396,INR,1,,IMMEDIATE,TIBNAX0000D40001,EXXSOL D40 FLUID,General Chemicals,GC1,Differentiated,Exxon DP Grades,KG,,87.21699,24800,03-Oct-25,,,,,,"GOWTHAM B ,",Recovered
817,PO26ALT-IN178,04-Oct-25,07-Oct-25,07-Oct-25,2000,PCT - Illalor Trading,SHED A,,7792.2522,7792.2522,0,9,9,0,38099190,86580.58,15584.5044,102165.0844,PURE ORGANIC INDUSTRIES TRADING,25864,PPC-MADHAVARAM,Tamil Nadu,33AAFFP0932K1ZD,9054,04-Oct-25,101935 POI25092120,INR,1,,IMMEDIATE,MTDAHDCB00050075,PURONAL AR,Performance Chemicals,Textile & Paper Division,Textile Pure,Dyeing Auxillary,KG,,43.29029,2000,04-Oct-25,,,,PO26ALT-IN178-643-70959,Unaccounted,"Sivakumar J,",Recovered
8434,PP26BHW-IN4169,04-Oct-25,14-Oct-25,14-Oct-25,20,PPC - Irugur,SHED B,,0,0,2227.547772,0,0,18,29339990,12375.2654,2227.547772,14602.81317,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-Bhiwandi N,Maharashtra,,108863,04-Oct-25,194257,INR,1,,IMMEDIATE,TCELHDCB00020013,EVERSORB 93,Performance Chemicals,PNC Division,Paints & Coatings,Everlight,KG,,618.76327,20,04-Oct-25,,,,,,"Gnanavelan. A,",Pending Recovery
5740,F11202512389,19-Sep-25,04-Oct-25,04-Oct-25,400,CCC - Tiruppur (PP),SHED A,,0,0,33984,0,0,18,32041610,188800,33984,222784,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-ROHA,Maharashtra,27AALCA6844Q1ZU,55421,24-Sep-25,3508256426-19.09.2025,INR,1,24-Sep-25,45 days (Term date + 45),TTTDCTBX00025179,DRIMAREN YELLOW CL-3G CONC P,Performance Chemicals,Textile & Paper Division,Textile,Textile Dye,KG,,472,1000,24-Sep-25,,,,F11202512389,Accounted,"GOWTHAM B ,",Recovered
11627,T02743,19-Sep-25,04-Oct-25,04-Oct-25,157.2,PCM - Madhavaram MFG,Quarantine,,0,0,3779.77968,0,0,18,29051220,20998.776,3779.77968,24778.55568,MEMBA CHEM INDUSTRIES PVT LTD,14964,MEMB-MUM02,Maharashtra,27AAACM7274K1Z3,9912,12-Sep-25,252616-19.09.2025,INR,1,12-Sep-25,30 days (Term date + 30),MLPBRHDI001-AR00,ISO PROPYL ALCOHOL AR,NPD,Lab Division,Lab Chemicals,AR,KG,,133.58,157.2,04-Oct-25,,,PCM-MAD-25-26-1471,T02743,Accounted,"GOWTHAM B ,",Recovered
1164,,07-Oct-25,07-Oct-25,07-Oct-25,1500,PPC - Puzhal,Transport,,0,0,0,0,0,0,48191010,16886.25,0,16886.25,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,108899,04-Oct-25,592-09.06.2025,INR,1,,IMMEDIATE,PCBBXO00005L0003,TWO COMBO  500 ML CARTON BOX,Packing Materials,Vooki,Carton Box,,EA,,11.2575,1500,04-Oct-25,,,,,,"Prasanth Radhakrishnan,",GST Claim NA
1572,CL26TKC-IN184,06-Oct-25,06-Oct-25,06-Oct-25,50,PCT - Perundurai,SHED A,,700.85835,700.85835,0,9,9,0,28311010,7787.315,1401.7167,9189.0317,COLOR CHEMICALS AND DYES LLP,11728,CCL-TIRUPUR-KC,Tamil Nadu,33AAJFC8404B1ZY,9062,06-Oct-25,85478-POI24092752,INR,1,,IMMEDIATE,MTDAHDCB00050107,PURONAL PSA CONC.,Performance Chemicals,Textile & Paper Division,Textile Pure,Dyeing Auxillary,KG,,155.7463,50,06-Oct-25,,,,CL26TKC-IN184-104-71001,Unaccounted,"Rajkumar.S,",Recovered
10251,F11202512633,22-Sep-25,06-Oct-25,06-Oct-25,30,CCC - Erode (VC),SHED A,,0,0,2565,0,0,18,32041719,14250,2565,16815,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-ROHA,Maharashtra,27AALCA6844Q1ZU,55462,30-Sep-25,35085D4058-22-09-2025,INR,1,30-Sep-25,45 days (Term date + 45),TTPPHDCB00030013,PRINTOFIX GOLDEN YELLOW FB-RM HP,Performance Chemicals,Textile & Paper Division,Textile,Printing Pigments,KG,,475,30,30-Sep-25,,,,F11202512633,Accounted,"Prasanth Radhakrishnan,",Recovered
10252,F11202512632,22-Sep-25,06-Oct-25,06-Oct-25,450,CCC - Erode (VC),SHED A,,0,0,5143.5,0,0,18,39051290,28575,5143.5,33718.5,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-ROHA,Maharashtra,27AALCA6844Q1ZU,55462,30-Sep-25,3508256429-22-09-2025,INR,1,30-Sep-25,45 days (Term date + 45),TTFCHDBR00225097,APPRETAN EM PLUS,Performance Chemicals,Textile & Paper Division,Textile,Finishing Chemical,KG,,63.5,15975,30-Sep-25,,,,F11202512632,Accounted,"Prasanth Radhakrishnan,",Recovered
7447,PP26MDM-IN11439,06-Oct-25,08-Oct-25,08-Oct-25,330,PPC - Cochin(Ptcz-TRD),SHED C,,0,0,8825.52429,0,0,18,27101990,49030.6905,8825.52429,57856.21479,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,108922,06-Oct-25,12055,INR,1,,IMMEDIATE,TIRMSN165D130002,EXXSOL D130 FLUID,General Chemicals,GC1,Differentiated,Exxon DP Grades,KG,,148.57785,330,06-Oct-25,,,,,,"Kamaraj.P,",Recovered
4162,PC26ILT-IN1549,06-Oct-25,08-Oct-25,08-Oct-25,1000,CCL - Tiruppur (PP),SHED G,,13207.8006,13207.8006,0,9,9,0,39095000,146753.34,26415.6012,173168.9412,PURE CHEMICALS CO,26279,PCT - Illalor T,Tamil Nadu,33AAYFP5219Q1ZC,15409,06-Oct-25,10082500837 22092025 30082026,INR,1,,IMMEDIATE,MTPRHDCB00050024,PURONAL FIX NF CONC,Performance Chemicals,Textile & Paper Division,Textile Pure,Pretreatment,KG,,146.75334,1000,06-Oct-25,,,,PC26ILT-IN1549-844-71037,Unaccounted,"Vijay R,",Recovered
10261,F22202503914,25-Sep-25,06-Oct-25,06-Oct-25,1020,CCC - Erode (VC),SHED A,,0,0,16891.2,0,0,18,35079010,93840,16891.2,110731.2,ARCHROMA INDIA PRIVATE LIMITED,10680,ARCHRO-GUJAR,Gujarat,24AALCA6844Q1Z0,55461,30-Sep-25,3511250088-25-09-2025,INR,1,30-Sep-25,45 days (Term date + 45),TTENHDCB00060015,BACTOSOL ROX LIQUID CONC,Performance Chemicals,Textile & Paper Division,Textile,Enzymes,KG,,92,1020,30-Sep-25,,,,F22202503914,Accounted,"Prasanth Radhakrishnan,",Recovered
21309,PP26EPD-IN1304,06-Oct-25,15-Oct-25,15-Oct-25,25020,PPC - Mumbai,SHED B,,0,0,320574.7598,0,0,18,29153300,1780970.888,320574.7598,2101545.648,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-ENNORE DUTY,Tamil Nadu,33AACCP3026E1Z0,108958,06-Oct-25,194082,INR,1,,IMMEDIATE,TIBNAX000BUAC009,N-BUTYL ACETATE,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,71.18189,25020,06-Oct-25,,,FY-25-26-184,,,"GOWTHAM B ,",Recovered
20179,4541270829,06-Oct-25,06-Oct-25,06-Oct-25,32130,PPC - Kandla Port (Duty Paid),CRL,,232781.85,232781.85,0,9,9,0,29051300,2586465,465563.7,3052028.7,BHARAT PETROLEUM CORPORATION LIMITED,11135,BHARAT-VADO,Gujarat,24AAACB2902M1ZZ,197067,03-Oct-25,197067-4541270829,INR,1,03-Oct-25,100% Advance,TDBNAX0000NBA011,N-BUTANOL,General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,Domestic-Bulk,80.5,100000,03-Oct-25,,,,4541270829,Partial,"GOWTHAM B ,",Recovered
4164,,09-Oct-25,09-Oct-25,09-Oct-25,23.45,CCL - Tiruppur (PP),SHED G,,0,0,0,0,0,0,32041680,7626.880111,0,7626.880111,COLOR CHEMICALS AND DYES LLP,11728,CCL - Erode (VC,Tamil Nadu,,15420,07-Oct-25,69582_U-241,INR,1,,IMMEDIATE,MTTDCTBX00025165,PUREACTIVE BLUE PGB,Performance Chemicals,Textile & Paper Division,Textile Pure,Textile Dye,KG,,325.24009,23.45,07-Oct-25,,,,,,"Vijay R,",GST Claim NA
8350,PP26PER-IN1104,07-Oct-25,07-Oct-25,07-Oct-25,300,CCL - Tiruppur (KC),SHED A,,2341.3752,2341.3752,0,9,9,0,38099190,26015.28,4682.7504,30698.0304,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-PERUNDURAI,Tamil Nadu,33AACCP3026E1Z0,15423,07-Oct-25,3511250028DT260525,INR,1,,IMMEDIATE,TTDAHDCB00100059,OPTICID PB.IN LIQ,Performance Chemicals,Textile & Paper Division,Textile,Dyeing Auxillary,KG,,86.7176,300,07-Oct-25,,,,PP26PER-IN1104-101-71070,Unaccounted,"Velmurugan.S,",Recovered
12786,CL26TPP-IN398,07-Oct-25,17-Oct-25,17-Oct-25,50,PPC - Bavla,SHED B,,0,0,1911.65112,0,0,18,32041964,10620.284,1911.65112,12531.93512,COLOR CHEMICALS AND DYES LLP,11728,CCL - TRPR-PP,Tamil Nadu,33AAJFC8404B1ZY,108980,07-Oct-25,14/359_06-09-2025_24-07-2026,INR,1,,IMMEDIATE,MTPRHDCB00050077,PURONAL WHITENER COL LIQ,Performance Chemicals,Textile & Paper Division,Textile Pure,Pretreatment,KG,,212.40568,50,07-Oct-25,,,,CL26TPP-IN398-104-71068,Unaccounted,"Jeyastan, Mr.",Pending Recovery
10181,PS26TKT-IN979,07-Oct-25,17-Oct-25,17-Oct-25,420,PPC - Malur,SHED A Opn,,0,0,6763.627332,0,0,18,34031900,37575.7074,6763.627332,44339.33473,PON PURE SPECIALITY CHEMICAL PRIVATE LIMITED,25742,PST - Thervoyka,Tamil Nadu,33AALCP9560E1Z8,109007,07-Oct-25,102169 PPS25091037,INR,1,,IMMEDIATE,MLUPHDBR00210288,PURIT CM 305,Performance Chemicals,LMA Division,PURIT,MWF,L,,89.46597,420,07-Oct-25,,,PPC-MAL-25-26-0732,PS26TKT-IN979-724-71085,Accounted,"Jacob James Raja ,",Recovered
11437,AVADUTH/PP/2709,27-Sep-25,07-Oct-25,07-Oct-25,160,PPC - SEZ-Kandla,PKG-Empty,,0,0,0,0,0,0,44152000,170400,0,170400,AVADUTH IMPEX INDUSTRIES,32894,KACH-TDS-PUR1,Gujarat,24QIJPS8542A1ZU,196043,11-Sep-25,196043-2129,INR,1,11-Sep-25,7 days (Term date + 7),PWOPLT0042PPF004,Pinewood Pallet with Frame Size: 42 X 42 (15 CM),Packing Materials,Others,Others,,EA,,1065,500,12-Sep-25,,,196043-2129,AVADUTH/PP/2709,Accounted,"Prasanth Radhakrishnan,",GST Claim NA
1195,,08-Oct-25,08-Oct-25,08-Oct-25,50,PPC - Puzhal,SHED A,,0,0,0,0,0,0,34029019,71821.763,0,71821.763,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC- GUMMUDIPOO,Tamil Nadu,33AACCP3026E1Z0,109040,07-Oct-25,101896_POI25092030,INR,1,,IMMEDIATE,MVMPCCB20D500015,VOOKI NATURE POWERED DISH WASH 20 X 500ML,NPD,Vooki Division,Vooki Premium,Dish Wash,BOX,,1436.43526,50,07-Oct-25,,,,,,"Jacob James Raja ,",GST Claim NA
493,PP26GMD-IN288,08-Oct-25,16-Oct-25,16-Oct-25,3000,PPC - Anekal Melhor,SHED A,,0,0,380.6355,0,0,5,48191010,7612.71,380.6355,7993.3455,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC- GUMMUDIPOO,Tamil Nadu,33AACCP3026E1Z0,109075,08-Oct-25,1159_23-AUG-2025,INR,1,,IMMEDIATE,PCBBXO0000NA0025,"CORRUGATED CARTON BOX, NARROW FLUTE 3 PLY PUNCHED PAD FOR LIQUID DETERGENT BOX SIZE: 70 X 70 X 50 MM - OD",Packing Materials,Vooki,Carton Box,,EA,,2.53757,3000,08-Oct-25,,,,,,"Prabakaran.M,",Recovered
8399,1280,04-Oct-25,08-Oct-25,08-Oct-25,20,PPC - Irugur,PKG-Empty,,1215,1215,0,9,9,0,73101090,13500,2430,15930,APOORVA PRINTING INKS,24972,APOOR-CBTE,Tamil Nadu,33ASRPR6340R1ZT,195644,05-Sep-25,426-041025,INR,1,05-Sep-25,7 days (Term date + 7),PMSBRR0018KG0001,NON COATED RECON 18 KG MS BARREL,Packing Materials,Others,Others,,EA,,675,800,05-Sep-25,,,,1280,Accounted,"Jacob James Raja ,",Recovered
5755,F55202504904,26-Sep-25,08-Oct-25,08-Oct-25,25,CCC - Tiruppur (PP),SHED A,,0,0,6703.875,0,0,18,32041650,37243.75,6703.875,43947.625,ARCHROMA INTERNATIONAL (INDIA) PRIVATE LIMITED,28933,THANE-TDS-PUR,Maharashtra,27AAACH9149J1Z8,55436,27-Sep-25,5504010632-26.09.2025,INR,1,27-Sep-25,45 days (Term date + 45),TTTDCTBX00025242,NOVACRON BLUE EC-R,Performance Chemicals,Textile & Paper Division,Textile,Textile Dye,KG,,1489.75,25,27-Sep-25,,,,F55202504904,Accounted,"Prasanth Radhakrishnan,",Recovered
551,PP26MDM-IN11597,09-Oct-25,14-Oct-25,14-Oct-25,29731,PPC - Vizag,SHED A,,0,0,295441.038,0,0,18,29053100,1641339.1,295441.038,1936780.138,PON PURE CHEMICAL INDIA PRIVATE LIMITED,16045,PPC-MADHAVARAM,Tamil Nadu,33AACCP3026E1Z0,109190,09-Oct-25,197156-OR5572011048,INR,1,,IMMEDIATE,TDBNAX0000MEG001,MONO ETHYLENE GLYCOL (M.E.G),General Chemicals,GC1,Basic Chemicals,Basic Chemicals,KG,,55.20632,29731,09-Oct-25,,,,,,"GOWTHAM B ,",Recovered
10230,PO26ALT-IN181,09-Oct-25,15-Oct-25,15-Oct-25,1950,PPC - Bhiwandi New,SHED A1,,0,0,89430.98463,0,0,18,32089090,496838.8035,89430.98463,586269.7881,PURE ORGANIC INDUSTRIES TRADING,25864,PPC-MADHAVARAM,Tamil Nadu,33AAFFP0932K1ZD,109200,09-Oct-25,102284 POI25102149,INR,1,,IMMEDIATE,MCPCHDCB00050026,PURCAT AP L100,Performance Chemicals,PNC Division,Pure Chemicals,Adhesion Promoter,KG,,254.78913,1950,09-Oct-25,,,,PO26ALT-IN181-643-71179,Unaccounted,"Jacob James Raja ,",Recovered
8388,PC26PZT-IN348,09-Oct-25,10-Oct-25,10-Oct-25,150,CCL - Tiruppur (KC),SHED A,,11254.005,11254.005,0,9,9,0,38099190,125044.5,22508.01,147552.51,PURE CHEMICALS CO,26279,PCT - Puzhal Tr,Tamil Nadu,33AAYFP5219Q1ZC,15443,09-Oct-25,9899,INR,1,,IMMEDIATE,MTPCHDCB00050147,PUREPRINT FIXATOR NFO,Performance Chemicals,Textile & Paper Division,Textile(PTJ),Pureprint Chemicals,KG,,833.63,200,09-Oct-25,,,,,,"Velmurugan.S,",Recovered
8425,PC26ILT-IN1599,10-Oct-25,14-Oct-25,14-Oct-25,420,PPC - Irugur,SHED B,,3944.462508,3944.462508,0,9,9,0,27101213,43827.3612,7888.925016,51716.28622,PURE CHEMICALS CO,26279,PCT - Illalor T,Tamil Nadu,33AAYFP5219Q1ZC,109270,10-Oct-25,101890-POI25092104,INR,1,,IMMEDIATE,MLUPMSBR00210016,PURIT CF 4113,Performance Chemicals,LMA Division,PURIT,Speciality Fluid,L,,104.35086,2100,10-Oct-25,,,,PC26ILT-IN1599-844-71226,Unaccounted,"Gnanavelan. A,",Pending Recovery
